vol_requests,category_desc,subcategory,Latitude,Longitude
2,Education,Youth Mentoring,40.7946297,-73.9416057
25,Education,Youth Mentoring,40.8653155,-73.9003369
30,Strengthening Communities,General Support,40.715738,-73.996367
5,Strengthening Communities,Admin & Office Support,40.687759,-73.982898
30,Environment,Environment,40.710954,-73.835147
99,Strengthening Communities,General Support,40.720942,-73.997929
15,Education,Youth Mentoring,40.7594193,-73.9892203
15,Health,Health,40.7920271,-73.9445046
1,Strengthening Communities,General Support,40.713001,-74.004181
99,Strengthening Communities,General Support,40.720942,-73.997929
1,Helping Neighbors in Need,Academic Tutoring,40.7583228,-73.9679848
20,Helping Neighbors in Need,Event Support,40.649091,-73.9340076
15,Education,Academic Tutoring,40.8076603,-73.9182931
100,Environment,Environment,40.895865,-73.892294
50,Strengthening Communities,Manual Labor & Environment,40.884999,-73.892977
99,Strengthening Communities,Event Support,40.720942,-73.997929
500,Education,Youth Mentoring,40.70618,-74.01125
20,Strengthening Communities,General Support,40.673023,-73.962829
2,Education,Academic Tutoring,40.74673,-73.951921
2,Strengthening Communities,Fundraising,40.652712,-74.010851
50,Strengthening Communities,General Support,40.716696,-74.004163
15,Education,Academic Tutoring,40.790263,-73.942688
10,Strengthening Communities,Manual Labor & Environment,40.7191894,-74.0023997
1,Helping Neighbors in Need,Event Support,40.7454894,-73.9797093
20,Environment,Environment,40.7660142,-73.9646852
40,Strengthening Communities,Youth Mentoring,40.802461,-73.949374
1,Health,Health,40.811972,-73.914275
6,Strengthening Communities,General Support,40.72064,-73.998568
2,Helping Neighbors in Need,Helping Neighbors in Need,40.746817,-73.993655
10,Education,ESL & Adult Literacy,40.786574,-73.948303
1,Strengthening Communities,Senior & Patient Care,40.7484356,-73.9940338
10,Helping Neighbors in Need,Helping Neighbors in Need,40.707116,-74.007329
1,Strengthening Communities,General Support,40.753074,-73.972753
2,Strengthening Communities,General Support,40.674103,-73.929644
1,Strengthening Communities,General Support,40.726623,-74.007753
20,Health,Health,40.748163,-73.719431
10,Strengthening Communities,General Support,40.7484356,-73.9940338
10,Strengthening Communities,General Support,40.739861,-73.9851916
12,Helping Neighbors in Need,Event Support,40.689418,-73.838575
10,Education,Academic Tutoring,40.707116,-74.007329
15,Helping Neighbors in Need,Helping Neighbors in Need,40.700569,-73.796573
3,Health,Health,40.632808,-73.89122
100,Strengthening Communities,Manual Labor & Environment,40.767711,-73.970516
20,Helping Neighbors in Need,Youth Mentoring,40.707116,-74.007329
50,Strengthening Communities,Manual Labor & Environment,40.884999,-73.892977
4,Strengthening Communities,Admin & Office Support,40.7313422,-73.9887282
5,Helping Neighbors in Need,Helping Neighbors in Need,40.739861,-73.9851916
100,Health,Health,40.758754,-73.978692
20,Emergency Preparedness,Emergency Preparedness,40.753612,-73.992417
3,Strengthening Communities,Senior & Patient Care,40.674103,-73.929644
10,Helping Neighbors in Need,Food Security,40.7484356,-73.9940338
20,Strengthening Communities,Manual Labor & Environment,40.8104656,-73.9505422
5,Helping Neighbors in Need,Youth Mentoring,40.746817,-73.993655
1,Strengthening Communities,Fundraising,40.576239,-73.988218
25,Helping Neighbors in Need,Helping Neighbors in Need,40.7313422,-73.9887282
1,Helping Neighbors in Need,ESL & Adult Literacy,40.746817,-73.993655
18,Helping Neighbors in Need,Event Support,40.7484356,-73.9940338
9999,Strengthening Communities,Manual Labor & Environment,40.884999,-73.892977
50,Strengthening Communities,Manual Labor & Environment,40.7480832,-73.8606294
400,Strengthening Communities,Event Support,40.7769111,-73.9812146
2,Strengthening Communities,Youth Mentoring,40.8523117,-73.9120143
30,Education,Academic Tutoring,40.74991,-73.975061
10,Helping Neighbors in Need,Helping Neighbors in Need,40.853537,-73.908741
5,Health,Health,40.668293,-73.979237
2,Helping Neighbors in Need,Helping Neighbors in Need,40.865714,-73.886305
2011,Helping Neighbors in Need,Helping Neighbors in Need,40.7141085,-74.0083369
10,Helping Neighbors in Need,ESL & Adult Literacy,40.668597,-73.976861
1,Education,Event Support,40.754116,-73.9903452
20,Strengthening Communities,Event Support,40.710954,-73.835147
5,Strengthening Communities,Admin & Office Support,40.7978043,-73.9675844
100,Strengthening Communities,Academic Tutoring,40.811101,-73.964168
15,Environment,Environment,40.8154623,-73.9088516
20,Helping Neighbors in Need,Food Security,40.7920271,-73.9445046
20,Strengthening Communities,Senior & Patient Care,40.750245,-73.976909
1,Helping Neighbors in Need,Fundraising,40.706045,-74.013096
25,Education,Academic Tutoring,40.759092,-73.965463
32,Helping Neighbors in Need,Helping Neighbors in Need,40.562758,-73.888257
20,Education,Academic Tutoring,40.806654,-73.955649
60,Education,Youth Mentoring,40.754116,-73.9903452
4,Health,Health,40.707116,-74.007329
25,Emergency Preparedness,Emergency Preparedness,40.713265,-74.007063
20,Strengthening Communities,Event Support,40.706251,-74.012952
1,Helping Neighbors in Need,Food Security,40.70447,-74.009406
100,Strengthening Communities,Event Support,40.6810526,-73.9635903
1,Strengthening Communities,General Support,40.677354,-73.984973
10,Education,ESL & Adult Literacy,40.694682,-73.988853
1,Helping Neighbors in Need,ESL & Adult Literacy,40.632808,-73.89122
1,Education,Education,40.70447,-74.009406
25,Emergency Preparedness,Emergency Preparedness,40.713265,-74.007063
99,Strengthening Communities,Fundraising,40.720942,-73.997929
300,Helping Neighbors in Need,Food Security,40.7191894,-74.0023997
1,Strengthening Communities,General Support,40.7484356,-73.9940338
20,Helping Neighbors in Need,Helping Neighbors in Need,40.713265,-74.007063
99,Strengthening Communities,General Support,40.720942,-73.997929
1,Strengthening Communities,General Support,40.6931304,-73.9643409
5,Health,Health,40.7127281,-74.0060152
1,Strengthening Communities,Professional Skills,40.687759,-73.982898
15,Strengthening Communities,General Support,40.739861,-73.9851916
5,Strengthening Communities,General Support,40.739861,-73.9851916
10,Education,Academic Tutoring,40.817286,-73.89184
3,Health,Health,40.7454894,-73.9797093
30,Environment,Environment,40.7170829,-73.9893099
1,Helping Neighbors in Need,Helping Neighbors in Need,40.7454894,-73.9797093
10,Strengthening Communities,Youth Mentoring,40.754531,-73.987086
25,Education,Academic Tutoring,40.8030637,-73.952906
4,Health,Health,40.746817,-73.993655
50,Health,Health,40.751949,-73.989941
1,Strengthening Communities,General Support,40.7663202,-73.9824356
22,Strengthening Communities,Manual Labor & Environment,40.710954,-73.835147
2,Emergency Preparedness,Emergency Preparedness,40.753612,-73.992417
1,Helping Neighbors in Need,Senior & Patient Care,40.7484356,-73.9940338
2,Strengthening Communities,Event Support,40.740596,-73.983938
1,Helping Neighbors in Need,ESL & Adult Literacy,40.746817,-73.993655
2,Strengthening Communities,General Support,40.723624,-73.99829
2,Health,Health,40.793292,-73.951826
99,Strengthening Communities,General Support,40.720942,-73.997929
2,Strengthening Communities,Senior & Patient Care,40.7454894,-73.9797093
20,Strengthening Communities,Youth Mentoring,40.707116,-74.007329
5,Strengthening Communities,ESL & Adult Literacy,40.739861,-73.9851916
500,Health,Health,40.7484356,-73.9940338
1,Strengthening Communities,General Support,40.762661,-73.969179
99,Strengthening Communities,Professional Skills,40.720942,-73.997929
